why kutner ? i mean i knew something was going to happen to someone but it was so sad . i &lt <number> house and it was well don	0
really tired . going to prepare for bed . g ' night !	4
its time	4
<user> <user> <user> <user> <user> @ and everyone on here reppin texas and dalla	4
<user> wo <elong> yeah ! sorry to hear you missed out on origin tickets	0
<user> i cant watc	0
<user> i can tell u have spoken . fb <allcaps> &amp twitter are on fire right now ! <repeat> hope ur feelin better love . have a great night . <repeat>	4
<user> too bad you couldn ' t wait another month or so for me to sell mine .	0
first unc <allcaps> dominated <allcaps> . <repeat> secon<smile> the hills is back ( hallelujah ) . thir<smile> econ paper ? gaussian copula is def . not <allcaps> that deal	0
<user> hmm	0
<user> lol yea i thought about tht . <repeat>sowey but thnx i have some rod ones sitting around&quot orange my fav color just didn ' t kno how <number> use	0
right . time to cook the biggest mushroom / bacon pasta in existance . and look after the now nicly cooking banana cake	4
omg . my mouth is in so much pain i just wanna sleep untill its time to take my braces off .	0
will invite people to twitter .	4
<user> there ya go silly boy . nice job	4
<user> i hope i can make it to the auburn show . but its not looking good for me	0
<user> <url> - cool well done frankie .	4
<user> i haven ' t heard from you in while	0
<user> aww no invite ? <repeat> lol jk . coolness for the day off !	0
laid around too much today . <repeat> now my head hurts	0
just an hour and <number>mins left of work and then jo and i are hitting the gym	4
<user> im in	4
trying out the new riedel glasses	4
<user> i ' m sorry i don ' t understand your last comment	0
<user> sounds like my every day except gym	0
<user> sorr	0
got a great background from <user> now !	4
<user> yes i remember that ban	4
i am working on my media room design and i love love love my client profile	4
wooho	4
the super red diva ! <repeat> stupid university	4
<user> jennifer	4
<user> aww . i won ' t be that roommate next year !	0
<user> hihi i love it ! drinking red bull in the morning	4
ok <allcaps> all . <repeat> off to sleep on my magnetic mattress . <url> g ' night all ! sweet dreams .	4
well tweep	4
<user> man . <repeat> intervention is soo sad	0
jus watched fast n furious <number> ! not gonna lie some <allcaps> bad part other than it was sick ! fast cars + beautygirls that can drive fast cars = love <allcaps>	4
<user> new job ? congrats	4
i found my motto if you hit on my woman i will hit you	4
late night shower . refreshing	4
<user> is in the bathroom and i have to pee !	0
<user> <elong>my home town . my mammy called all depressd . pls explain y a parent let their <number>yr old child walk alone ? hello ? its <number> !	0
turns out there had been <hashtag> earthquake warnings in italy and they were ignore<smile> <url>	0
<user> wel	4
a bad nite for the favorite teams astros and spartans lose . the nite out with t . w . was good .	0
is procrastinating . <repeat> i feel ill . <repeat> but don ' t want to go to bed .	0
is home from work	4
<user> lol you�re so fucking funny	4
sending last documents to accountant . almost there	4
|h|ouse made me sad . o	0
<user> . <repeat> <user> has twitter	4
feels like crying that ' s how sick i feel	0
went to the doctor ' s today and my blood sugar level was <number>	0
*honestly* jus went to a random page on myspace &amp they had my song on their profile ! that shit was random but jus makes me work harder !	4
on our way to the hospital . <repeat> please keep praying .	0
<user> so has mine	0
<user> i was never an early morning person so i really didnt have anything to get over	4
<number> days in york - nice place . photos coming soon . feeling sick now thoug	0
<user> lol <allcaps> ! that ' s ok . yea	4
<user> they ' re righ	4
ok <allcaps> . <repeat>one hour and countin	4
<user> a teeny bit ? you dating a leprechaun ?	4
it ' s <number>pm - early days in a looooooong night at work	0
<user> she sed puerto rican	0
<user> we shud go see obsesses	4
i like making friends with people who are building very cools things . one such person is <user> who built <url>	4
another long and slow day ahead . <repeat> *sigh ! *	0
working into the wee hours	4
is going to be a long week ! funeral and work tomorrow ! ***<number> jac <allcaps>***	0
i fell of the tredmill today in sport	4
<user> and i thought i was cold this morning in <number> deg c weather ? br <elong> !	4
<user> i will continue to smuggle whole crates in my bra then !	4
<user> no mary &amp i were going to go dress shopping tomorrow .	0
<user> sam and dean i ' m in the modd for watching it now . <repeat>	4
<user> rowr ! you bet ! and <user> is going to bed . <repeat>but i ' m sure she would want to be included as well lmao <allcaps>	4
<user> and <user> i ' m happy with it ! it just wasn ' t easy in the least !	4
<user> lol okay than	4
<user> happy morning !	4
<user> aw ok goonite . <repeat>	0
<user> how ' s your holy week coming along ? hope i ' m not bothering you but do you think we can get the froulala cards this week ?	4
just discovered tonight that her church is serving breakfast on easter ! ( i ' m not sure why this is so excitin	4
it ' s great to know to be in your thoughts ! <repeat>and . <repeat>yes . <repeat>we are lucky .	4
<user> thank you ! <repeat> i spent ages on thursday tidying u	0
contemplated going out for a post-midnight walk but still have piles of work to get through	0
<user> older by a few days on twitter ! let ' s see who puts a profile pic first	4
<user> ok house was sad .	0
<user> ur a derailer ! i ' ve started listening to kwaito instead of doing serious studying . <repeat>hmm !	4
i ' m on a boat	4
when to the shoe repair shop and the guy could not find my shoes ! so i have to go back and see if he can find them in a couple days .	0
nasty scraping noises from the back of my car . <repeat>	0
anybody know where my ipod went ?	0
is craving for some tantan nabe <url>	0
<user> thank	0
my goodnes	0
my condolences to natasha richardson ' s family	0
i have the urge to get the old microscope up and running .	4
my very first twitter aw <elong>	4
<user> danny im upset that i wasnt here to watch the live chat i was in a car . for <number> hours on a trip im so <elong> upset ! <repeat>	0
<user> mimi ! <repeat> hi <elong>i love your pic u look good	4
i don ' t want to talk to advisor	0
i have to work alone on saturday . <repeat>anyone wanna come keep me company ? cough <allcaps> cough <allcaps> .	0
<user> did you know that johnsons baby use animals like cute bunnies to test their products ?	0
also i shouldve bern asleep an hour ago	0
<user> nessun realmente ! . <repeat> i guess &quot no ! davvvero ! &quot is what you mean	4
<user> <user> problem is they aren ' t appealing to a wide enough audienc	0
heading to bed ! have to be at work in <number> hours	0
anybody willing to help me ? <repeat> i ' ve been trying to make a sad tune on the piano for a new song but it always ends up happy and bright ? <repeat>	0
can ' t sleep . i guess i ' ll read . i ' m almost done with rant by chuck palahniuk .	4
<user> dude you ' re totally rocking the stache ! <repeat> avocardo handrolls are so damn good . <repeat> thanks for dinner insirstion andy	4
<user> but i like reading the bullshit !	0
<user> bro update your twitter link at youtub	4
<user> is myki really horrible ?	0
got some new jeans	4
<user> i wish i was as cool as you . <repeat>	4
im going to danniis party nd im gona dress up as a giant duck yaay ! <repeat>	4
<user> its all good . just figured you would like to know .	4
will be part of my friend ' s wedding entourage . in tagalo	4
<user> i was just about to x out of here for the night and saw your pos	4
heyy loves ! <repeat> just finished my record in the studio ! <repeat> going to kick it with lauren c ! <repeat> byee ! <repeat> &lt <number>	4
lets drop . <repeat>ich hatte gerade k�se auf toast . germandoo . oh the joy of knowing some words in german ( via twitt . <repeat> <url>	4
feel yucky sick this morning	0
<user> i had <number> put my dog down today too someone ran her over	0
stuck on my own at work super stressed . i wish i was somewhere else	0
i have had an allergic reaction to my contact	0
<user> haha yea	0
well the sun is shining and i ' m feeling guilty ' cos i ' ve neglected the garden . seed sowing and weeding today methinks	4
in offic	0
<user> i ' ll miss him to	0
tea and the tonight show . <repeat> say hello to john melende	4
feels like i am comming down with something . <repeat>let ' s hope it ' s just a cold	0
exhausted . even s	4
<user> revisio	0
seems jruby support for hpricot is now two versions behind	0
<user> hey saw u guys play @ pushover . <repeat>didn ' t get <number> meet u tho cuz of th huge <allcaps> line i was very upset <sadface> lol . <repeat>a msg would make up <number> it !	0
is home from justin ' s farewell dinner . <repeat> don ' t die ! <repeat>	4
<user> thank	0
<user> although we have lot work to do and cannot wait to start this project	4
<user> and you ' ll get familiar with twitter pretty soon ! <repeat> i ' m not coming back this summe	0
arghh ! my hands are itchy ! <repeat> could it be that on top of my ' alergy ' to bee	0
congratulations <allcaps> takamasu <allcaps> ishihara <allcaps> aka <allcaps> miyavi <allcaps> !	4
bleggh <elong> i have to go to work	0
across the universe . sleep . rehearsal tomorrow .	4
<user>	4
well the pc in my living room suffered a fatal partion los	0
<user> na	4
<user> hello ! im out of coffee this morning . <repeat>that ' s what i get for winding you up yesterday ! <repeat> lol have a good day !	0
our sweet little man just fell asleep while waiting up for daddy and big brother to get home ! poor bab	0
<user> hi i ' d love to see a bumper sticker that read &quot ministers make you scream for god ! &quot . <repeat> i ' m so going to hell now !	4
<user> thanks .	4
<user> lol <allcaps> ! very good point	4
my mom might have breast cancer won ' t find out anything for . like a week i ' m so worried !	0
eating ice cream	4
<user> n	0
<user> layin down . <repeat>i dont feel well	0
<user> i read it ! that ' s why i thot it was him . btw did you read my meatballs comment ? <repeat>	4
<user> that ' s so sad	0
<user> good luck ! <repeat>	4
<user> yay ! a duck ! if i want anything watching me it ' d be a duck ! lol	4
feels sick and needs foood . i cant find my camera anywhere ! last night was good . lindsay ' s house is pretty ruined eek .	0
<user> oh i ci	0
fighting off the hungries	0
<user> i think ur right ! <repeat> hahaha ! <repeat> <number> hrs now ! <repeat>	0
<user> sounds like you celebrated the nomination properly ! best of luck . so excited for you all !	4
ooh . <repeat>hungry . <repeat> before anything creeps out of the kitchen with legs . <repeat>and / or arms . <repeat>*attacks fridge* a	0
not many people from my home town using irl <allcaps> connect . <repeat>	0
debating if i should just shower no	0
i ' m too much of a twitter lurk to use this . i will anywa	4
i miss them in adelaide . i wish i was there too . <repeat> the beach looks beautiful .	0
i hate converting movies just to put em on my itouch	0
<user> the d<number> rocks every day	4
<user> yep . <repeat>off to work soon	4
wondering why i am so stupid need to eat more fish i guess *sigh* . <repeat>	0
<url> a mix i made if you want to listen to some new-ish indie pop / rock stuff	4
<user> welcome ! have a nice ( twe ) day	4
i was in such a good mood this morning . now ? not so much anymore . stupid work ! stupid cellphone provider !	0
<number>am typical british morning . col	0
mkay . done packing for the most par	4
<user> i just said i was wondering about i	4
<user> the profile picture makes a happy return ! i think i need a new promo picture	0
just <allcaps> realized im talking to no one . <repeat>	0
just bought the best scarf ever	4
laying in bed . i have high hopes . it ' s going to be good . god is good <allcaps> ! <repeat>	4
good night swetdreamss to everyonee <elong>and jared never chat in kyte puff	0
countdown <number> h until my vacation will start <number> days of	4
finished reading <number>st book of the hollows series by kim harrison ' dead witch walking ' loved <allcaps> it <allcaps> ! started book <number> already	4
<user> haha its so cooooold in the d ! and no but you should still go to the show . they do some incredible stuff	0
<user> well he said that he is a loose	0
is not really feeling twitter at all	0
<user> that is lame	0
and p . s . i ' m getting paid to boss my sister around	4
so far i have <number> veiws on all my sites put togethe	0
watching greek . cant believe its the last day ill see you guys . june <number> ahh .	0
made it into dc <allcaps> on saturday afternoon after <number> hours in air and am now in south fl <allcaps> . <repeat>jetlag sucks ! <repeat> haven ' t had a full sleep since thurs	0
errrg <elong> ! my tummy hurts .	0
running nose + spinning head = not a good combination for a meeting !	0
week <number> of the fitness challenge and i ' m starting off strong . just submitted my stats for the night and it ain ' t bad	4
that would be why <user> laughed at me when i told him my username has caca in it . lol	4
i miss family guy <elong> .	0
i had such a nice day . too bad the rain comes in tomorrow at <number>am	0
this is the coolest testament to jonanthan - sitting her	4
<user> well you are a charming ma	4
<user> heres a link to a blog post i made about how to sign up for you and angel <url>	4
<user> bet i- oh wait mac ? no prolly not .	0
to the people who called out to me on the red carpe	0
<user> im <allcaps> sorry <allcaps> i got <allcaps> you <allcaps> sick <allcaps> . lol . going to bed too . night <allcaps> !	0
<user> <url> - that ' s awesome !	4
going to sleep . hoping tomorrow is a better day .	0
i ' ve finally given in . now at malaysian restaurant waiting for nasi lemak and teh tarik . mereka tak faham bm . <repeat> <url>	0
dear crimestopper	0
i hope not all is lost *sigh*	0
he	0
waitin <number> the theory test centre <number> open	0
<user> if it ' s less than an hour of slee	4
its <allcaps> not <allcaps> enough <allcaps> to <allcaps> say <allcaps> that <allcaps> imiss <allcaps> u	0
<user> good night !	4
blip . fm is undergoing maintenance . <url> /	0
and so a down day on the market . <repeat>happy my stocks held up	4
<user> well in that cas	4
<user> brahbrah . ugh . bed in a hour .	0
<user> thanks for the rebuilders / rebuilding tip . she ' s trying to help her mom thru a divorc	0
<user> q g<number> t<number> bed ! <repeat> wat r u doing <elong> ? <repeat>	4
excited about mi promisin future i need a spiritual cleanse . i ' m prayin then its off to bed night twittheads !	4
<user> if only you were working in the melbourne victoria police department or the melbourne city cabs .	0
<user> i ' m sure you ' re right . <repeat> <elong>i need to start working out with you and the nikster . <repeat> or jared at least !	0
so im done editing &quot the phipstape&quot . back <number> crack a brew and see what we got . <repeat> no trees though	0
evicted	0
pro-wrestling style tokusatsu ! ? <repeat> ? <repeat> <url> i ' m trying to find the one with tiger mask	4
<user> it is more abt u r heart and where u want to go in biz as for love that is a different question lol <allcaps>	4
<user> thank you	4
<user> very nice pics ! such a cute family !	4
my mate is currently on deal or no deal !	4
wondering why gamebattles is down <url>	0
is very excite	4
<user> i agree it is much more productive without twitter	4
whew i love the movie &quot passengers&quot	4
please ? <url>	4
signing off now ttual	4
flat out today didnt get everythin done &amp endured massive headach	0
<user> what ? i would ! and me horny too	0
my stomach is feeling satisfied now . <repeat>been starving for <number> hours .	0
dang ! i ' m lazy i ' ve begun three short stories in the last three weeks . <repeat> and never finished anything . will . have . more . focus .	0
im lonely keep me company ! <number> femal	0
left head phone has died this morning . <number> head phone to keep me company on my journey	0
going to bed . my bb isn ' t working &amp i ' m bored . night all . love me harder tomorro	4
not twittering in the past <number> days obviously . <number>am <allcaps> and taking a small break from ochem .	0
<user> it wouldn ' t be easter in the portland area if there wasn ' t rain . i have <number> years of experience in it .	4
<user> that was my favorite show / series when i was little !	4
well it sunny outside . <repeat> but im stuck indoors far far away from a window roll on dinner	0
<user> like the ones i have no	4
<user> the media is a trip [period] we have to guard our minds . <repeat>along with our hearts . don ' t fret ms . badu ur <allcaps> the <allcaps> best <allcaps> ! <repeat> its true	4
let me pre-empt the inevitable &quot when a man is tired of gh <allcaps> he is tired of life&quot comment by saying i ' m just tire	4
<user> great lin	4
feel like i ' m stuck in a rut . waiting to hear back from schools is killing me . also decided to take a break from <hashtag> wow for awhile .	0
by the wa	4
<user> i hate when that happens . <repeat>	0
is so ' jeles ' argh . sy pn mau jln sm kau jg . *sadddddddddddddish	0
good night and good day twitters !	4
came home from cross count	0
is feeling a little col	4
<user>	0
feels like she slept the day away . <elong>not looking forward to any more bouts with my gallbladder . at least i have pills now for the pain .	0
<user> i will indeed .	4
<user> seems <number> b fun gu	4
<user> ur awesome	4
ouch my toenail . <repeat> a <elong>	0
sad that the ' feet ' of my macbook just fell off sad that the ' feet ' of my macbook just fell off	0
<user> i have terrible back and neck aches too . <repeat> get a good chai	4
<user> i hate it to	4
gosh it`t <number> am and i am so <elong> tired &quot yawn&quot i want to go back to sleep but i can`t	0
<user> thank u <elong> ! i know i heard youre in dallas	0
i ' m missing you babe . <repeat> but as long as your alive i ' m happy . <repeat> yawwwnn . <repeat> i ' m tired my love imma try to sleep hopefully you had a headstart	0
being grumpy . abu dhabi is so boring . there really is nothing to photograph and no one to go with	0
happy birthday jaime . loveyou&lt <number> . <repeat>officially screwed right now . midterm . quiz . <number> projects . and <number> page book . shoot me . please .	0
<user> scroll back a few hour	0
i dont want to believe what im reading . <repeat>bu	0
i need a hug	0
got the vocals done ! now time for the best part the music track or bed ! whichever you wanna call it lol	4
a three day week ! o	4
<user> why didn ' t you tweet that you are in german	0
<user> yes <allcaps> ! lol . <repeat>when you live in canad	4
i ' m so <elong> sad ! <repeat> they killed off kutner on house why <elong>	0
actually i ' ve been sleeping for about <number> hours . just not been good <number> hours of sleep . i should feel fine . i ' m goooood	4
<user> u already know	4
got up at <number> mistakenl	0
woke up too early	0
ugh . <repeat> allergies are killing me tonight ! this house is driving me crazy ! you and i should just run off and live in a bubble together yes ?	4
motivated to slee	0
spring break is here at las	0
crying my friend is moving away tomorrow	0
so just starte	4
goodnight twitterland ! belle and i are going for walks and adventures tomorrow !	4
<user> haha ye	4
<user> i just seen ur tweet . plz write bak if u get this . i havnt got one reply bak	0
happy mornin	4
working lately on building my web <url> will appreciate any help or comment	4
<user> have you prepared the <number> x <number>px banner ?	4
<user> . <repeat>and prince - erotic city ( feat . shelia e )	4
<user> i wish i could go to bed . <repeat>	0
<user> lol bye <elong> time to go	0
<user> got home after <number> in the en	0
<user> min	4
<user> ditch in another parish . some really sick people in this world .	0
<user> yeah ! opening day too !	4
<user> &quot you dream in black and whit	4
<user> <url> - sweeeeet picture if only i could see his face haha sweet sunnies tho . <repeat>i want them	4
wo	4
back from work time for my morning coffee ! <repeat>	4
omg this bed is making me sick i cant even sleep in it	0
mir every single morning i feel sick	0
<user> i know . <repeat>what a crazy world !	4
can ' t upload my pic	0
<user> ye im not very sad . <repeat>but weirdly enough shes lettin me go <number> da party ? <repeat> how confusing parents r ? <repeat> lol	0
four games this fall modern warfare	0
my throat is raw .	0
horrible sore throat hurts	0
fine-tuning part of a song maddy and i r making . sounding good . i feel pro . not . hahaha	4
<user> you ' re one letter alway ! <elong>koreans don ' t use &quot x&quot so there ' s no hope for me .	0
just getting ready for work oh joy is me ! roll on holiday	4
<user> nite you	4
now i ' m happy	4
<user> hahah	4
<user> bu	4
<user> sorry i missed responding yesterday rochester is in m	0
i never <allcaps> thought <allcaps> that <allcaps> i could <allcaps> hate <allcaps> sombod <allcaps>	0
<user> i should have paid more attention when we covered photoshop in my webpage design class in undergrad	0
great weekend with the bffs . freelancing . clean room . doc project coming along ( =graduation ) . national championship . life is good twoosh !	4
shiner is taking up all my bed and blankets !	0
i ' m having a conversation with my bro via twitter / fb and he ' s only in the next room	4
<user> no ! u supposed to be my date	0
<user> i love target too hi <elong> nicole !	4
<user> you are so right thanks for that . always nice to have some positive people around !	4
<user> i prefer dutch hosters . <repeat> you can still drive there and don ' t feel guilty when you are kicking their asses	4
good sense won . squeaky clean and off to dream . goodnight	4
is frightened cos its spider time . <repeat> i hope the flat repels them as i unfortunately haven ' t got a man to save me	0
<hashtag> <number> woke up and was having an accident - &quot it ' s pushin	0
feeling los	0
is trying to get done with her research and go away for the weekend . <repeat>	4
these guys who is bill gates ' s associates makes me feel like i know nothing ! <repeat> i don ' t even know my name now	0
<user> i ' m stressed out <elong>	0
<user> oh and that on	4
<user> with ne ' er a cellulite dimple in sight	4
<user> green and blacks ?	4
<user> but i wanted a margarita too !	0
<user> hayli	4
<user> danke	4
<user> haha molly you ' re really funny . i enjoy reading your tweets .	4
<user> have fun shopping . <repeat> but bear in mind the horrible forex truth <url>	0
<user> thanks so much !	4
does anybody know how to get your electrolytes back in order ? with a vitamin work ? i feel sick .	0
<user> ah . i hear you . hope everything work outs .	4
i wish i was better at writing . it ' s taking me so long to write this paper .	0
completing reports and meetings this morning . interviewing people this afternoo	0
<user> ah <elong> yes ! great wedding did you guys have a good night ?	4
<user> i ' m her	0
<url> - filled with curry the true indian in me is coming out	0
<user> n	0
<user> did you see donnie ' s tweet stats ? almost <number> @ replies . <repeat>and no jrk <allcaps>	0
morning all . tuesday . <repeat> another two days till long weekend	4
got to pause twilight now as nearly at work	0
<user> lol <elong>goodnight <allcaps>	0
wants to use the <smile>irectional dance pa	0
chewie update . ocd <allcaps> in left legs fixe	0
sitting in sydney text-skyping my dad who is in lhr <allcaps> dep lounge on brink of latest holiday adventure . love the connection .	4
<user> thanks . <repeat>it seemed the right moment . i love your show . your songs bring me joy .	4
<user> that is very sweet of you to say	4
dancing around the room in pj	4
sad that the ' feet ' of my macbook just fell off	0
<user> hola ! ye	4
<user> haha nice barbie backgroud ! he still hasnt replied lol	0
<user> hahah	4
blazing row with boy . tantrums all round . missed train and now standing on platform feeling guilty	0
no o<number> gprs <allcaps> anyone else with issues ?	0
mitea is missing <url>	0
i am at work . <repeat>going shopping soon	4
<user> er <elong> oop	4
i swear no matter how long i ' ve been getting up at <number>a	0
i wonder what jon thinks when he see ' s all his tweet	4
<user> you should so do the rb <allcaps> bundl	4
tweetstats and wordle just amused me for half an hour . good times	4
hello tuesda	0
<user> haha i ' m not a good cook at all it looks pretty foul right now . love having voguettes on twitter yay ! nice to meet you x	0
and they advertising fake louis bags as <number>% authentic on google i ' m pissed !	0
<user> better be careful with that aching feet in the gym .	4
just had a fabulous day at disney land	4
<user> well i dunno . <repeat>i didnt give him an ans yet u kno who am i talkin bout ? <repeat>	4
<user> awesome - hope it was great ! i am about <number> hours away from seeing it at the sydney ( now second world viewing ) premiere	4
<user> thx stu will do !	4
this morning i was woke up by janis joplin . this can ' t be bad . morning all !	4
windows <number> . <repeat> rather impressive ! <repeat> creating new oem <allcaps> branding and answer files to test ! installation times are really fast ! <repeat>	4
i don ' t see the big deal with this website	0
<user> you can do that . just go hover over the tweet in the favorite	4
<user> jodie <allcaps> ? are <allcaps> you <allcaps> awake <allcaps> ? are <allcaps> you <allcaps> hungry <allcaps> ? do <allcaps> you <allcaps> need <allcaps> anything <allcaps> ? coz i ' m leaving . coz you wont talk to me	0
<user> you were pretty much my fave . <repeat>not much reason to watch now	0
<user> <user> - i ' m so sad about the house episode tonight but bigger &amp better things ( damn that taub lol <allcaps> )	0
i accessed oneindia . mobi from a google phone ( android ) . it doesn ' t support indic languages	0
please watch this vid and tell me if you are not moved <url>	0
winter is slowly creeping into cape town not looking forward to it . <repeat>	0
i just finished the seat of my bench ! but enough maya - i ' m going to sleep now . hope to finish it tomorrow . i ' m going to dream in <number>d . <repeat>	4
<user> hahahahhha ! <repeat> hows your food poisening going ? has it gone away ?	0
madre is grinding on me this is gonna be a long week	0
<user> thats really sad i wolud hate that ! but i had choco milk earlier <smile> lol	0
<user> it can only happen to you .	4
has to study math <number> econ but isnt in the mood	0
where the magic happens every month lol <allcaps> sophia did a terrific jo	0
<user> aha ! <number> points to an	4
good morning lithuania and paris	4
is feeling like dancing in the rain like a pixie . <repeat>but the rain stopped ohh well . <repeat>lol i ' ll watch flight of the conchords instead	0
tried to download tweetdeck but it wont download	0
is about to kill off one of her favourite characters . daw <elong>	0
<user> hells to the no . i only room with <user> .	4
<user> he	0
haha i ' ve been with my grandma for <number> days . even she ' s about <number> houses awa	0
<user> your beau ' s not online tonight bummer for u . <repeat>and no music either !	0
<user> tell it you forgot your password &amp it will give you a new one . it ' s the only way i can prevent tons of spam	0
<user> i could really eat some cheese i have a hankering for some austrian smoked cheese . yum <allcaps> !	4
is at beso in hollywood . <repeat> so tired	0
<user> &quot no	4
i wish i was in sydney !	0
<user> yes i ' ve met many a good one . the last one just kinda sucked	4
' study group extraordinare ' about to leave campus . <repeat>some of torts outline finished-good thing-but sleepy as h*<hashtag> @ . <repeat>will be back@ <number>am	0
my cousins can ' t stop playing frozen bubble twisted &amp resco bubble . bye bye <hashtag> n<number>	0
<user> whats wrong !	0
<user> sorry to hear that . anything specific ? x	0
<user> hello ! you should have the cereal with loads of sugar	4
im so confused this sucks <allcaps> ! <repeat>	0
<user> dont be lazy . <repeat>try a few out . <repeat> tools are to make life easy for lazy people	4
<user>	0
<user> if only i didn ' t work an evening / night job	0
is last day of uni tomorrow	4
<user> aww nick ! <repeat> i like your hair longe	0
home for spring break . no one is home tho	0
two big rides planned through national parks over two days . <repeat> chuck in some coffe	4
<user> so sad	0
four more days till i get to see the girlfriend	4
guess what ? my dad is pregnant <allcaps> ! <repeat> lol na	0
happy for coach stringer ( hof <allcaps> c / o <number> ! ) . <repeat>now if i can only finish my term paper on her	0
<user> i ' m just glad you appreciate iowa . <elong>come back in late summer when they ' re cutting hay . <repeat> best . <repeat>smell . <repeat> ever <allcaps> !	4
<user> ouch - sounds very sucky	0
<user> thanks !	4
wordpress is being a bitch-ass bitch ! otherwise there ' d be a new silence remix up	0
i ' m so tire	0
looks like i ' ve missed out on yet another job someone please employ me ! haha	0
